version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 51884 22 6 11 2635 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 74.120.14.27 172.31.32.166 21280 2082 6 1 44 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35491 22 6 4 200 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 39.100.156.159 22 51845 6 3 205 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35506 22 6 8 480 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35495 22 6 4 200 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 39.100.156.159 22 35496 6 2 112 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 39.100.156.159 22 35494 6 2 120 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35492 22 6 4 200 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35510 36350 6 4 240 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 39.100.156.159 22 35492 6 2 120 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 105.203.240.6 172.31.32.166 51585 8955 6 1 40 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35508 36350 6 4 240 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35544 32048 17 4 1312 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 51845 22 6 5 268 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35505 22 6 8 480 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 51598 22 6 5 268 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 45.129.33.41 172.31.32.166 44176 5160 6 1 40 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35544 37697 17 4 1312 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 141.98.80.242 172.31.32.166 50204 10157 6 1 40 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35496 22 6 4 192 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 40336 22 6 2 84 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 39.100.156.159 22 51884 6 7 1773 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35493 22 6 4 200 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 92.63.196.33 172.31.32.166 50204 3833 6 1 40 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 39.100.156.159 22 35495 6 2 120 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35508 31776 6 4 240 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 194.26.27.142 172.31.32.166 46683 7789 6 1 40 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 39.100.156.159 22 35493 6 2 120 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 39.100.156.159 22 40336 6 1 44 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 92.118.161.41 172.31.32.166 54558 44818 6 1 44 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 35509 31776 6 4 240 1599505738 1599505783 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 39.100.156.159 22 35491 6 2 120 1599505738 1599505783 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 39.100.156.159 172.31.32.166 0 0 1 16 2608 1599505738 1599505783 REJECT OK
