version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 372487155407 eni-0a85d33e8715c75be 193.93.62.58 172.31.32.166 53444 6550 6 1 40 1599561192 1599561251 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 40690 22 6 14 1915 1599561192 1599561251 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 94.102.51.95 172.31.32.166 54697 4350 6 1 40 1599561192 1599561251 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 46452 22 6 14 1931 1599561192 1599561251 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 192.35.168.72 172.31.32.166 40328 443 6 1 40 1599561192 1599561251 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 45.129.33.12 172.31.32.166 44788 62431 6 1 40 1599561192 1599561251 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 44514 22 6 14 1915 1599561192 1599561251 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 45.148.10.19 172.31.32.166 48815 123 17 1 221 1599561192 1599561251 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 42624 6 12 2705 1599561192 1599561251 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 180.153.57.251 172.31.32.166 56300 15306 6 1 40 1599561192 1599561251 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 85.93.20.247 172.31.32.166 8080 18445 6 1 40 1599561192 1599561251 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 42624 22 6 14 1915 1599561192 1599561251 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 46452 6 12 2705 1599561192 1599561251 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 48292 6 12 2705 1599561192 1599561251 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 40690 6 11 2653 1599561192 1599561251 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 44514 6 12 2705 1599561192 1599561251 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 64.227.19.127 172.31.32.166 50362 25774 6 1 40 1599560958 1599561011 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 185.176.27.86 172.31.32.166 62000 15117 6 4 160 1599560958 1599561011 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 55350 6 11 2653 1599560958 1599561011 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 34724 6 12 2705 1599560958 1599561011 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 55350 22 6 14 1915 1599560958 1599561011 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 57230 22 6 14 1915 1599560958 1599561011 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 92.63.196.6 172.31.32.166 62000 24609 6 4 160 1599560958 1599561011 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 192.241.225.100 172.31.32.166 57369 8140 6 1 40 1599560958 1599561011 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 184.105.247.216 172.31.32.166 43605 6379 6 1 40 1599560958 1599561011 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 34724 22 6 14 1915 1599560958 1599561011 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 59154 6 12 2705 1599560958 1599561011 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 32804 22 6 14 1915 1599560958 1599561011 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 32804 6 12 2705 1599560958 1599561011 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 57230 6 12 2705 1599560958 1599561011 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 59154 22 6 14 1915 1599560958 1599561011 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 45.129.33.45 172.31.32.166 44549 6202 6 1 40 1599560958 1599561011 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 44232 6 12 2705 1599561013 1599561071 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 45.129.33.84 172.31.32.166 47597 37091 6 1 40 1599561013 1599561071 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 44232 22 6 14 1915 1599561013 1599561071 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 36618 6 12 2705 1599561013 1599561071 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 193.27.228.156 172.31.32.166 54281 3544 6 1 40 1599561013 1599561071 REJECT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 38586 6 11 2653 1599561013 1599561071 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 42318 6 12 2705 1599561013 1599561071 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 40834 6 11 2653 1599561013 1599561071 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 40834 22 6 14 1915 1599561013 1599561071 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 172.31.32.166 161.35.126.137 22 46112 6 12 2705 1599561013 1599561071 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 36618 22 6 14 1915 1599561013 1599561071 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 42318 22 6 14 1915 1599561013 1599561071 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 38586 22 6 14 1915 1599561013 1599561071 ACCEPT OK
2 372487155407 eni-0a85d33e8715c75be 161.35.126.137 172.31.32.166 46112 22 6 14 1915 1599561013 1599561071 ACCEPT OK
